1371317400,2013-06-15 23:00:00,25.0,100
1371317400,2013-06-15 23:00:00,25.0,100
1371317400,2013-06-15 23:00:00,25.0,100
1371317400,2013-06-15 23:00:00,25.0,100
1371319200,2013-06-15 23:30:00,25.0,100
1371319200,2013-06-15 23:30:00,25.0,100
1371319200,2013-06-15 23:30:00,25.0,100
1371321000,2013-06-16 00:00:00,25.0,100
1371321000,2013-06-16 00:00:00,25.0,100
1371321000,2013-06-16 00:00:00,25.0,100
1371321000,2013-06-16 00:00:00,25.0,100
1371322800,2013-06-16 00:30:00,26.0,100
1371324600,2013-06-16 01:00:00,26.0,100
1371324600,2013-06-16 01:00:00,26.0,100
1371324600,2013-06-16 01:00:00,26.0,100
1371324600,2013-06-16 01:00:00,26.0,100
1371329080,2013-06-16 02:14:40,27.372,69
1371329863,2013-06-16 02:27:43,27.372,69
1371330735,2013-06-16 02:42:15,27.372,69
1371331206,2013-06-16 02:50:06,27.372,69
1371331841,2013-06-16 03:00:41,27.372,69
1371332560,2013-06-16 03:12:40,27.372,69
1371333088,2013-06-16 03:21:28,27.372,69
1371332560,2013-06-16 03:12:40,27.372,69
1371331800,2013-06-16 03:00:00,26.0,100
1371331800,2013-06-16 03:00:00,26.0,100
1371331800,2013-06-16 03:00:00,26.0,100
1371333600,2013-06-16 03:30:00,26.0,100
1371333600,2013-06-16 03:30:00,26.0,100
1371333600,2013-06-16 03:30:00,26.0,100
1371335400,2013-06-16 04:00:00,26.0,100
1371335400,2013-06-16 04:00:00,26.0,100
1371335400,2013-06-16 04:00:00,26.0,100
1371337200,2013-06-16 04:30:00,26.0,100
1371337200,2013-06-16 04:30:00,26.0,100
1371337200,2013-06-16 04:30:00,26.0,100
1371339000,2013-06-16 05:00:00,26.0,100
1371339000,2013-06-16 05:00:00,26.0,100
1371339000,2013-06-16 05:00:00,26.0,100
1371340800,2013-06-16 05:30:00,26.0,100
1371340800,2013-06-16 05:30:00,26.0,100
1371340800,2013-06-16 05:30:00,26.0,100
1371340800,2013-06-16 05:30:00,26.0,100
1371342600,2013-06-16 06:00:00,27.0,94
1371342600,2013-06-16 06:00:00,27.0,94
1371342600,2013-06-16 06:00:00,27.0,94
1371344400,2013-06-16 06:30:00,27.0,94
1371344400,2013-06-16 06:30:00,27.0,94
1371344400,2013-06-16 06:30:00,27.0,94
1371346200,2013-06-16 07:00:00,27.0,94
1371346200,2013-06-16 07:00:00,27.0,94
1371348000,2013-06-16 07:30:00,27.0,94
1371348000,2013-06-16 07:30:00,27.0,94
1371348000,2013-06-16 07:30:00,27.0,94
1371348000,2013-06-16 07:30:00,27.0,94
